"Customer_Name","Promo_Transactions","Total_Transactions","Promo_Response_Rate"
Kelly Sparks,6,6,100.0
Dawn Harper,6,6,100.0
Eileen Brown,7,7,100.0
Brianna Perez,5,5,100.0
Brittany Willis,5,5,100.0
Kevin Shaw,7,7,100.0
Patricia Ryan,6,6,100.0
Jason Gilbert,6,6,100.0
Cody Marshall,5,5,100.0
Phillip Olson,5,5,100.0
Sue Davis,5,5,100.0
Calvin Harris,5,5,100.0
Calvin Rodriguez,5,5,100.0
Jason Shaffer,5,5,100.0
Margaret Stewart,11,11,100.0
Timothy Cardenas,6,6,100.0
Christopher Kline,6,6,100.0
Alyssa Bell,6,6,100.0
Nancy Parker,9,9,100.0
Victor Grant,5,5,100.0
Amanda Valencia,6,6,100.0
Samantha Bowers,5,5,100.0
Kevin Villanueva,6,6,100.0
Heather Trujillo,5,5,100.0
Jennifer Rasmussen,5,5,100.0
Brett Anderson,7,7,100.0
Rebecca Nichols,5,5,100.0
Tony Taylor,8,8,100.0
Abigail Mendez,5,5,100.0
Timothy Schmidt,5,5,100.0
Brandon Weaver,7,7,100.0
Veronica Chavez,5,5,100.0
Brittany Miranda,5,5,100.0
Jeremiah Gonzalez,5,5,100.0
Scott Santos,7,7,100.0
Ashley Lawrence,8,8,100.0
Mary Wang,8,8,100.0
Brianna Clark,10,10,100.0
Samantha Hunter,8,8,100.0
Timothy Cline,5,5,100.0
Victoria Bowman,6,6,100.0
William Frey,6,6,100.0
Debra Fields,5,5,100.0
Jennifer Guerrero,12,12,100.0
Raymond Hall,8,8,100.0
Jennifer Mcneil,5,5,100.0
Troy Martinez,6,6,100.0
Randy Campbell,6,6,100.0
Richard Munoz,8,8,100.0
Jessica Aguirre,5,5,100.0
Kimberly Mcguire,5,5,100.0
Kyle Bridges,5,5,100.0
Amanda Holloway,5,5,100.0
Jamie Spencer,6,6,100.0
Crystal Steele,5,5,100.0
Daniel Garrett,6,6,100.0
Patrick Caldwell,5,5,100.0
James Bird,5,5,100.0
Jeremy Reynolds,6,6,100.0
John Krueger,5,5,100.0
Kathleen Wagner,5,5,100.0
Tyler Mclaughlin,5,5,100.0
Kimberly Gilbert,6,6,100.0
Ashley Fowler,6,6,100.0
Nicholas Silva,7,7,100.0
Jeffrey Carroll,8,8,100.0
Jimmy Garcia,8,8,100.0
Benjamin Ingram,7,7,100.0
Laura Simpson,5,5,100.0
Anne Moore,6,6,100.0
Christopher Walters,8,8,100.0
Megan Cunningham,6,6,100.0
Matthew Marquez,6,6,100.0
Ashley Wiggins,6,6,100.0
Donald Parker,7,7,100.0
Jessica Rich,5,5,100.0
Anthony Skinner,5,5,100.0
Daniel Callahan,5,5,100.0
Wayne Rodriguez,5,5,100.0
Alicia Evans,5,5,100.0
Eric Fitzgerald,7,7,100.0
Krystal Rogers,5,5,100.0
Jackson Smith,6,6,100.0
Kevin Duncan,5,5,100.0
Jennifer Ritter,6,6,100.0
Sherry Wright,5,5,100.0
Robert Joyce,5,5,100.0
Tammy Peters,6,6,100.0
Kimberly Jacobs,9,9,100.0
Olivia Thompson,6,6,100.0
Tammy Ellis,5,5,100.0
Robert Faulkner,5,5,100.0
Brandon Johnston,6,6,100.0
Jennifer Maddox,7,7,100.0
Daniel Todd,5,5,100.0
Emily Blake,5,5,100.0
Lisa Patton,5,5,100.0
Raymond Evans,7,7,100.0
Teresa Stewart,5,5,100.0
Cindy Martin,7,7,100.0
Ryan Mcintyre,5,5,100.0
Timothy Becker,6,6,100.0
Timothy Robertson,6,6,100.0
Cindy Bennett,7,7,100.0
Kevin Fischer,6,6,100.0
Anthony Kelley,9,9,100.0
Jeffrey David,5,5,100.0
Jonathan Neal,5,5,100.0
Robert Monroe,6,6,100.0
James Dougherty,6,6,100.0
Kelli Rogers,5,5,100.0
Jonathan Fletcher,7,7,100.0
Joshua Morrison,8,8,100.0
Thomas Fernandez,6,6,100.0
Veronica Owens,6,6,100.0
Monique Williams,5,5,100.0
Tyler Bowen,5,5,100.0
Larry George,5,5,100.0
Christopher Wade,7,7,100.0
Mark Spencer,6,6,100.0
Sarah Wilcox,5,5,100.0
Robert Griffith,8,8,100.0
Joseph Krueger,7,7,100.0
Nicole Montgomery,5,5,100.0
Krystal Moore,7,7,100.0
Kenneth Ruiz,5,5,100.0
Jared Nelson,5,5,100.0
Stephanie Adkins,5,5,100.0
Katherine Ward,9,9,100.0
Steven Conley,6,6,100.0
Melissa Black,7,7,100.0
Tiffany Porter,6,6,100.0
Rebecca Chapman,5,5,100.0
Jorge Davis,6,6,100.0
Lawrence Scott,5,5,100.0
Sara Simpson,5,5,100.0
Cynthia Wong,6,6,100.0
William Delgado,5,5,100.0
Eric Haley,6,6,100.0
Diana Sanders,5,5,100.0
Erica Wallace,6,6,100.0
Alex Jenkins,5,5,100.0
Mary Hodge,6,6,100.0
Cameron Edwards,5,5,100.0
Amy Willis,6,6,100.0
Tiffany Morris,5,5,100.0
Angela Roth,5,5,100.0
Richard Williamson,5,5,100.0
Daniel Robles,6,6,100.0
Matthew Calderon,5,5,100.0
Joseph Ware,5,5,100.0
Brittany Patel,6,6,100.0
April Murphy,7,7,100.0
Daniel Barrett,13,13,100.0
William Charles,5,5,100.0
Shawn Allen,8,8,100.0
Lauren Navarro,5,5,100.0
Brian Maldonado,5,5,100.0
Jennifer Stevenson,5,5,100.0
Susan Reyes,5,5,100.0
Lisa Oconnor,5,5,100.0
Kenneth Burgess,5,5,100.0
Nicholas Strong,5,5,100.0
Sara Munoz,7,7,100.0
Lisa Garner,5,5,100.0
Amanda Contreras,5,5,100.0
Christopher Yang,9,9,100.0
Brenda Hughes,6,6,100.0
Kevin Bates,6,6,100.0
Raymond Hill,7,7,100.0
Ashley Leon,5,5,100.0
Benjamin Dixon,5,5,100.0
Kelly Vasquez,6,6,100.0
James Case,5,5,100.0
Scott Murray,6,6,100.0
Courtney Weaver,6,6,100.0
Ronald Harrison,5,5,100.0
Amanda Medina,8,8,100.0
Leah Moore,5,5,100.0
Theresa Castro,5,5,100.0
Debra Griffin,5,5,100.0
Mary Hawkins,6,6,100.0
Brandon Russell,8,8,100.0
Shelby Martinez,5,5,100.0
Gina Myers,5,5,100.0
Joel Curtis,6,6,100.0
Laura Lawrence,5,5,100.0
Kayla Cooper,5,5,100.0
Tara Young,7,7,100.0
Nicole Guerrero,6,6,100.0
Daniel Summers,6,6,100.0
Antonio Long,5,5,100.0
Jonathan Caldwell,7,7,100.0
Michelle Schneider,6,6,100.0
Michelle Hoover,7,7,100.0
Walter Wright,5,5,100.0
Karen Burton,5,5,100.0
Thomas Mendez,8,8,100.0
Melissa Spencer,7,7,100.0
Michael Werner,6,6,100.0
Jennifer Nolan,5,5,100.0
Stephanie Hobbs,5,5,100.0
Jason Deleon,6,6,100.0
Paul Carroll,7,7,100.0
Kathryn Kim,5,5,100.0
Paul Ortiz,7,7,100.0
Stephen Collins,9,9,100.0
Allison Wheeler,5,5,100.0
Sandra Cunningham,5,5,100.0
Jose Warren,7,7,100.0
Michelle Bush,5,5,100.0
Laura Weber,6,6,100.0
Jenna Wilson,9,9,100.0
Samuel Kramer,5,5,100.0
Heather Burgess,9,9,100.0
Lauren Horton,5,5,100.0
Denise Rose,5,5,100.0
William Riley,7,7,100.0
Michael Lara,5,5,100.0
Vanessa Parker,6,6,100.0
Morgan Watson,5,5,100.0
Alexandra White,7,7,100.0
Lisa Gaines,5,5,100.0
William Guerra,5,5,100.0
Ethan Gonzalez,6,6,100.0
Sheri Martinez,8,8,100.0
Matthew Lang,6,6,100.0
Katie Young,6,6,100.0
Chris Hall,5,5,100.0
Leslie Ramirez,7,7,100.0
Alexandra Wilcox,5,5,100.0
Thomas Mosley,5,5,100.0
David Zhang,8,8,100.0
Patricia Mills,5,5,100.0
Andrea Pierce,6,6,100.0
Michelle Bridges,5,5,100.0
James Briggs,5,5,100.0
Thomas Molina,5,5,100.0
Sandra Richard,5,5,100.0
Daniel Golden,7,7,100.0
Todd Hayes,5,5,100.0
Cindy Walker,6,6,100.0
Julie Garrett,7,7,100.0
Sharon Perry,6,6,100.0
Julia Gonzalez,12,12,100.0
Raymond Baker,8,8,100.0
Kristine Taylor,5,5,100.0
Elizabeth Francis,5,5,100.0
Bradley Hanson,5,5,100.0
Michael Maddox,6,6,100.0
Martin Campbell,5,5,100.0
Gregory Collins,8,8,100.0
Ashley Salazar,8,8,100.0
Joseph Lane,6,6,100.0
Thomas Snow,5,5,100.0
Daniel Khan,6,6,100.0
Cindy Perez,5,5,100.0
Mary Leon,7,7,100.0
Dakota Thomas,5,5,100.0
Paul Sherman,5,5,100.0
Susan Garza,5,5,100.0
Richard Fleming,5,5,100.0
Mark Kaiser,5,5,100.0
Zachary Grant,5,5,100.0
Jennifer Abbott,6,6,100.0
David Fields,10,10,100.0
Amanda Yates,5,5,100.0
Matthew Brewer,6,6,100.0
Renee Nelson,5,5,100.0
Cody Roberts,7,7,100.0
Katie Lewis,5,5,100.0
Debra Russell,6,6,100.0
Andre Hill,5,5,100.0
Dana Stewart,5,5,100.0
Stephen Cole,7,7,100.0
Douglas Evans,6,6,100.0
Angela Valencia,7,7,100.0
Sarah Baldwin,5,5,100.0
Erica Turner,7,7,100.0
Hannah Cooper,5,5,100.0
Rebecca Gallagher,5,5,100.0
Jonathan Marshall,5,5,100.0
Luis Gonzalez,6,6,100.0
Daniel Gaines,5,5,100.0
Jeffrey Nichols,7,7,100.0
Jessica Caldwell,8,8,100.0
Jennifer Ibarra,5,5,100.0
Steven Roberson,6,6,100.0
Angela Moss,6,6,100.0
Diana Jenkins,5,5,100.0
Laura Navarro,5,5,100.0
Matthew Rodgers,8,8,100.0
Kevin Maldonado,5,5,100.0
Billy Reyes,5,5,100.0
Christina Kemp,5,5,100.0
Karen Cochran,5,5,100.0
Susan Newton,7,7,100.0
Robert Friedman,10,10,100.0
Martin Davis,7,7,100.0
Ashley Lin,5,5,100.0
Jared Lewis,5,5,100.0
Jessica Erickson,6,6,100.0
Elizabeth Summers,5,5,100.0
Stephanie Parks,5,5,100.0
Elizabeth Bruce,5,5,100.0
Robert Hale,6,6,100.0
Keith Leonard,5,5,100.0
Anthony Branch,5,5,100.0
Matthew Austin,8,8,100.0
Sarah Austin,8,8,100.0
Emily Alvarez,8,8,100.0
Cynthia Mcdonald,5,5,100.0
Kelsey Reynolds,5,5,100.0
Megan Hicks,6,6,100.0
Harold Rodriguez,6,6,100.0
Bradley Marshall,5,5,100.0
Stephen Howell,7,7,100.0
James Conley,6,6,100.0
Lindsey Reyes,5,5,100.0
Cynthia Sandoval,5,5,100.0
Erin Scott,10,10,100.0
Valerie Andrews,5,5,100.0
Troy Reed,5,5,100.0
Brian Salinas,5,5,100.0
Robert Preston,5,5,100.0
Robert Horn,7,7,100.0
Stephanie Lamb,5,5,100.0
Austin Nelson,7,7,100.0
Jennifer Santana,8,8,100.0
Janice Taylor,6,6,100.0
David Wiley,5,5,100.0
Amanda Khan,6,6,100.0
Kimberly Mccarthy,5,5,100.0
Angel Rogers,5,5,100.0
Stephen Watson,8,8,100.0
Scott Alvarado,6,6,100.0
Mariah Brown,5,5,100.0
Jacqueline James,5,5,100.0
Tiffany Dixon,5,5,100.0
Joseph Norman,6,6,100.0
Andrew Carlson,8,8,100.0
Anthony Chase,5,5,100.0
Mary Wilkins,5,5,100.0
Vincent Perez,5,5,100.0
Jeffrey Pope,5,5,100.0
Robert Stout,6,6,100.0
Ryan Barber,6,6,100.0
Keith Freeman,5,5,100.0
Brittney Martinez,5,5,100.0
Rodney Brown,12,12,100.0
Pamela Black,5,5,100.0
Deborah Walsh,5,5,100.0
Breanna Jackson,5,5,100.0
Tammy Dominguez,6,6,100.0
Angela Barton,5,5,100.0
Adam Mason,6,6,100.0
Christine Hunter,6,6,100.0
Brandon Barton,6,6,100.0
Stephen Shaw,5,5,100.0
Jessica Rhodes,9,9,100.0
Rebecca Goodwin,6,6,100.0
Anthony Bailey,6,6,100.0
Patricia Wagner,5,5,100.0
Christine Hicks,6,6,100.0
Dana Alexander,5,5,100.0
Tina Sullivan,6,6,100.0
Paul Pittman,5,5,100.0
Lauren Ball,5,5,100.0
Valerie Nelson,5,5,100.0
Brett Morgan,5,5,100.0
Kelly Wade,5,5,100.0
Mark Hester,5,5,100.0
Scott Cross,5,5,100.0
Tina Weaver,5,5,100.0
Jeremy Myers,8,8,100.0
Jessica Fischer,5,5,100.0
Susan West,13,13,100.0
Connie Morgan,5,5,100.0
Scott Brady,5,5,100.0
Stacy Moreno,5,5,100.0
Sandra Patterson,5,5,100.0
Sharon Sandoval,5,5,100.0
Kimberly Walsh,6,6,100.0
Eduardo Johnson,5,5,100.0
Mary Barber,7,7,100.0
Jeffrey Hawkins,5,5,100.0
Christina Daniels,6,6,100.0
Anthony Meyer,6,6,100.0
Jacqueline Sullivan,6,6,100.0
Paul Dominguez,5,5,100.0
Natasha Brown,7,7,100.0
Angela Wong,12,12,100.0
Amy Henson,5,5,100.0
Jay Garcia,5,5,100.0
Brian Morrison,6,6,100.0
Laura Oliver,9,9,100.0
Nicholas Little,5,5,100.0
Renee Murphy,6,6,100.0
Julie Bowen,7,7,100.0
Angela Liu,5,5,100.0
Devin Miller,8,8,100.0
Ian Howard,5,5,100.0
Marie Harris,5,5,100.0
Nicole Sparks,6,6,100.0
Arthur King,5,5,100.0
Ann Turner,5,5,100.0
Paul Armstrong,7,7,100.0
Angela Cross,10,10,100.0
Donald Burke,5,5,100.0
Benjamin Potter,7,7,100.0
Crystal Graham,7,7,100.0
Jack Moore,6,6,100.0
Rachel Wong,5,5,100.0
Jennifer Heath,8,8,100.0
Robert Osborn,5,5,100.0
Nicole Gardner,6,6,100.0
Julia Woods,6,6,100.0
Elizabeth Delgado,8,8,100.0
Sheryl Williams,7,7,100.0
Jacqueline Henry,5,5,100.0
Thomas Warren,8,8,100.0
Courtney Davidson,5,5,100.0
Barbara Ward,5,5,100.0
David Fletcher,12,12,100.0
Erika Wilson,8,8,100.0
Jeremy Schmidt,5,5,100.0
Peter Bailey,5,5,100.0
Cassandra Garcia,6,6,100.0
Bradley Gill,5,5,100.0
Tina Barnes,7,7,100.0
Briana Jones,5,5,100.0
Anna Murray,5,5,100.0
John Norris,6,6,100.0
Thomas Morton,5,5,100.0
Joseph Schmidt,5,5,100.0
Stephanie Harper,5,5,100.0
Mary Floyd,5,5,100.0
Maureen Brown,5,5,100.0
Donald Barnes,6,6,100.0
Jesse Baldwin,6,6,100.0
Brian Wilkerson,5,5,100.0
Christopher Christian,7,7,100.0
Lisa Farmer,5,5,100.0
Nicholas Boyd,5,5,100.0
Ashley Carroll,7,7,100.0
Thomas Burton,6,6,100.0
Steven Michael,5,5,100.0
Stacy Little,5,5,100.0
Melanie Rodriguez,8,8,100.0
Deborah Reynolds,5,5,100.0
Daniel Chan,5,5,100.0
Stephen Ryan,5,5,100.0
Karen Cain,5,5,100.0
Amanda Todd,5,5,100.0
Ryan Gomez,8,8,100.0
Timothy Morris,11,11,100.0
Megan Lawson,5,5,100.0
Jacob Reese,6,6,100.0
Hannah Flores,6,6,100.0
Aaron Weaver,5,5,100.0
Anthony Hogan,5,5,100.0
Jordan Burns,5,5,100.0
Katelyn Davis,5,5,100.0
Victoria Rivera,11,11,100.0
Kim Jordan,5,5,100.0
Jennifer Hardy,6,6,100.0
Rhonda Howard,6,6,100.0
Albert Miller,7,7,100.0
Ann Rodriguez,5,5,100.0
Eric Barker,5,5,100.0
Laura Douglas,6,6,100.0
Valerie Lane,6,6,100.0
Mary Hart,7,7,100.0
Barbara Holmes,5,5,100.0
Barbara Vazquez,5,5,100.0
Duane Robinson,5,5,100.0
Michael Donaldson,6,6,100.0
Kimberly Jensen,7,7,100.0
Jamie Jordan,5,5,100.0
Christine Quinn,6,6,100.0
Tonya Robinson,5,5,100.0
Joshua Jacobs,7,7,100.0
Edward Harrison,6,6,100.0
George Pena,5,5,100.0
Shannon Wood,5,5,100.0
Angela Weaver,5,5,100.0
George Ortiz,5,5,100.0
Haley Lopez,6,6,100.0
Rodney Thompson,7,7,100.0
Crystal Castillo,6,6,100.0
Stephen Reyes,7,7,100.0
Brittany Ruiz,5,5,100.0
Angela Escobar,5,5,100.0
Thomas Ball,7,7,100.0
Ryan Paul,5,5,100.0
Jacob Wheeler,5,5,100.0
Gregory Hamilton,7,7,100.0
Elizabeth Bowman,6,6,100.0
Victoria Bell,8,8,100.0
Allison Brooks,6,6,100.0
Jasmine Moore,6,6,100.0
Samantha Sanders,6,6,100.0
Rachel Bates,5,5,100.0
Jeremy Mills,5,5,100.0
Lauren Gray,7,7,100.0
Catherine Graham,7,7,100.0
Hannah Evans,5,5,100.0
Stephen Murray,6,6,100.0
Alexis King,5,5,100.0
Karen Thornton,5,5,100.0
Nicholas Cohen,5,5,100.0
Jonathan Fischer,5,5,100.0
Douglas Reyes,6,6,100.0
Todd Morales,6,6,100.0
Victor Murphy,7,7,100.0
Melissa Daugherty,5,5,100.0
Elizabeth Mendoza,6,6,100.0
Lori Spencer,5,5,100.0
Mariah Rodriguez,5,5,100.0
Lisa Daniel,5,5,100.0
Rita Mendoza,5,5,100.0
Walter Moore,6,6,100.0
Allison Jimenez,5,5,100.0
Emily George,6,6,100.0
Alexander Butler,6,6,100.0
Leonard Johnson,6,6,100.0
Katherine Coleman,5,5,100.0
Sarah Mathews,5,5,100.0
Monique Murphy,7,7,100.0
Andrew Craig,7,7,100.0
Laura Gibson,8,8,100.0
Kevin Wang,5,5,100.0
Michael Levine,8,8,100.0
Stephanie Caldwell,5,5,100.0
Austin Morales,5,5,100.0
Anthony Gilbert,6,6,100.0
Tammy Patel,6,6,100.0
Jonathan Rice,8,8,100.0
Alex Anderson,7,7,100.0
Tyler Russell,5,5,100.0
Scott Greene,7,7,100.0
Rebecca Hogan,5,5,100.0
Ruben Smith,6,6,100.0
Hannah Gomez,6,6,100.0
Jordan Foster,5,5,100.0
Amber Webb,7,7,100.0
Lawrence Robinson,5,5,100.0
Barry Hall,5,5,100.0
Jason Castro,7,7,100.0
Kristen Cook,5,5,100.0
Julia Martin,6,6,100.0
Jessica Combs,5,5,100.0
Kathleen Howard,6,6,100.0
Andrea Tucker,10,10,100.0
Garrett Adams,5,5,100.0
Kyle Romero,8,8,100.0
James Allison,6,6,100.0
Jonathan Butler,6,6,100.0
Nathan Brooks,7,7,100.0
Juan Tucker,5,5,100.0
Brenda Montgomery,5,5,100.0
Amy Griffin,5,5,100.0
Amy Webster,6,6,100.0
Sarah Cardenas,7,7,100.0
Jamie Cook,9,9,100.0
Charles Price,7,7,100.0
Nicholas Horton,5,5,100.0
Matthew Sweeney,5,5,100.0
Ryan Alvarado,5,5,100.0
Ashley Hayes,5,5,100.0
Kenneth Stephens,7,7,100.0
Nicholas Mccoy,6,6,100.0
Tammie Wilson,5,5,100.0
Amanda Valenzuela,5,5,100.0
Gregory Stone,5,5,100.0
Angel Flores,5,5,100.0
John Ware,7,7,100.0
Shannon Butler,5,5,100.0
Victoria Todd,5,5,100.0
Angel Banks,5,5,100.0
Robin Griffith,5,5,100.0
Nicole Carroll,7,7,100.0
Nicole Parsons,6,6,100.0
Katherine Mills,7,7,100.0
Larry Perez,9,9,100.0
Victoria Day,5,5,100.0
Lindsay Mitchell,6,6,100.0
Lori Wilkerson,6,6,100.0
Danielle Clayton,5,5,100.0
Rodney Jackson,6,6,100.0
Teresa Burns,5,5,100.0
Diane Phillips,5,5,100.0
Jacob Marshall,5,5,100.0
Jeffrey Stanley,5,5,100.0
Jennifer Valencia,5,5,100.0
Adrian Evans,5,5,100.0
Tamara Moore,5,5,100.0
Kristin Richardson,5,5,100.0
Richard Bass,8,8,100.0
Patrick Hamilton,6,6,100.0
Jason Mccann,6,6,100.0
Leslie Ryan,5,5,100.0
Jeffery Robinson,5,5,100.0
Sean Gutierrez,5,5,100.0
Sharon Gutierrez,6,6,100.0
Jamie Carter,11,11,100.0
Erica Morris,5,5,100.0
Claudia Williams,6,6,100.0
Carrie Anderson,5,5,100.0
Jared Rodriguez,5,5,100.0
Alexis Austin,5,5,100.0
Bethany Anderson,5,5,100.0
Sarah Golden,5,5,100.0
Jeffrey Dunn,8,8,100.0
Amy Estes,5,5,100.0
Christine James,7,7,100.0
Paul Mann,5,5,100.0
Timothy Soto,5,5,100.0
David Calderon,5,5,100.0
Robin Hayes,5,5,100.0
Derrick Fernandez,5,5,100.0
Barry Moore,6,6,100.0
Stephen Mcdaniel,7,7,100.0
Barry Martinez,6,6,100.0
Zachary Massey,5,5,100.0
Mark Browning,5,5,100.0
Harold Miller,6,6,100.0
Thomas Shah,5,5,100.0
Alexander Peterson,5,5,100.0
Deborah Castro,5,5,100.0
Ashley Barrett,9,9,100.0
Brian Briggs,6,6,100.0
Robert Leach,6,6,100.0
Natasha Hernandez,5,5,100.0
Kristi Johnson,8,8,100.0
Lauren Solis,5,5,100.0
Brittany Brooks,6,6,100.0
Monica Parker,7,7,100.0
Julie Flores,8,8,100.0
Jared Gibson,5,5,100.0
Caitlin Rogers,5,5,100.0
Timothy Knox,5,5,100.0
Casey Turner,5,5,100.0
Kelly Daniels,7,7,100.0
Debra Watson,5,5,100.0
Jennifer Goodman,10,10,100.0
Alicia Howard,8,8,100.0
Crystal Tran,6,6,100.0
Justin Barber,5,5,100.0
Sarah Blair,6,6,100.0
Raymond Chen,5,5,100.0
Jamie Stewart,5,5,100.0
Angela Deleon,5,5,100.0
Jonathon Smith,5,5,100.0
Brandon Daniels,6,6,100.0
Rachael Baker,5,5,100.0
Joseph Kent,5,5,100.0
Sheila Allen,5,5,100.0
Samantha Hayes,5,5,100.0
Jessica Rowland,6,6,100.0
Ryan Kerr,5,5,100.0
Thomas Obrien,6,6,100.0
Daniel Kerr,6,6,100.0
Linda Sullivan,6,6,100.0
Carol Garcia,9,9,100.0
Richard Miranda,5,5,100.0
Melissa Mcgrath,5,5,100.0
Suzanne Thomas,7,7,100.0
Sean Ray,9,9,100.0
Sarah Hunt,6,6,100.0
Jordan Ryan,5,5,100.0
Brittany Ball,5,5,100.0
Douglas Franklin,6,6,100.0
Jeremy Black,7,7,100.0
Kevin Mann,6,6,100.0
Tammy Bennett,7,7,100.0
Jennifer Mosley,5,5,100.0
Kimberly Moran,6,6,100.0
Patricia Elliott,5,5,100.0
Jesus Hernandez,6,6,100.0
Timothy Obrien,8,8,100.0
Kelly Oliver,5,5,100.0
Andrew Graves,8,8,100.0
Samantha Gilbert,6,6,100.0
Kelli Young,6,6,100.0
Jeff Williams,5,5,100.0
Tracy Ross,5,5,100.0
Dawn Jimenez,7,7,100.0
Kevin Murray,10,10,100.0
Cody Edwards,5,5,100.0
Angela Garrison,5,5,100.0
Daniel Cervantes,6,6,100.0
Matthew Bender,5,5,100.0
Jordan Blake,6,6,100.0
Erin Ryan,5,5,100.0
Kenneth Turner,6,6,100.0
Laura Ball,5,5,100.0
Sara Evans,8,8,100.0
Amanda Buck,5,5,100.0
Amy Guerra,6,6,100.0
Dana Ramos,5,5,100.0
Brenda Hart,5,5,100.0
Melissa Avery,5,5,100.0
Rachel Warren,6,6,100.0
Joshua Boyle,5,5,100.0
Dawn Dillon,6,6,100.0
Christine Avila,5,5,100.0
Desiree Jones,5,5,100.0
Alicia Hughes,8,8,100.0
Katherine Holmes,8,8,100.0
Heather Keller,5,5,100.0
Christopher Wilkins,6,6,100.0
Theresa Ramirez,8,8,100.0
Jill Kelley,5,5,100.0
Kathy Ross,7,7,100.0
Lisa Hensley,7,7,100.0
Haley Taylor,5,5,100.0
Robert Mccann,6,6,100.0
Jason Velazquez,5,5,100.0
Steven Spencer,7,7,100.0
Daniel Chang,6,6,100.0
Kimberly Vincent,7,7,100.0
James Calhoun,7,7,100.0
Noah Brown,6,6,100.0
Jennifer Riddle,5,5,100.0
Jason Barton,6,6,100.0
Kristina Ortiz,5,5,100.0
James Gamble,5,5,100.0
Scott Silva,6,6,100.0
James Odom,5,5,100.0
Barry Jackson,5,5,100.0
Mary Hines,6,6,100.0
Theresa Rogers,5,5,100.0
Randall Turner,6,6,100.0
Misty Clark,5,5,100.0
Richard Francis,5,5,100.0
Victor Hunter,5,5,100.0
Mark Blankenship,5,5,100.0
William Manning,5,5,100.0
Kelly West,7,7,100.0
Donald Mccoy,5,5,100.0
Kevin Mcclure,5,5,100.0
Christy Lopez,5,5,100.0
Elizabeth Wiley,5,5,100.0
Kristen Edwards,6,6,100.0
Randy Lewis,6,6,100.0
Charles Garrett,6,6,100.0
Kelly Klein,5,5,100.0
Amy Patton,5,5,100.0
Edward Chavez,5,5,100.0
Angela Jefferson,6,6,100.0
Diane Porter,5,5,100.0
Kenneth Wise,7,7,100.0
Sarah Guzman,10,10,100.0
Brandon Weeks,5,5,100.0
Kimberly Mckinney,7,7,100.0
Sean Moreno,5,5,100.0
Leslie Schmidt,5,5,100.0
Erin Barnes,5,5,100.0
John Holden,5,5,100.0
Brian Estrada,8,8,100.0
Courtney Hamilton,5,5,100.0
Sharon Wagner,5,5,100.0
Michelle Salas,5,5,100.0
Gary Ward,5,5,100.0
Paul Wolf,6,6,100.0
Natasha Thomas,6,6,100.0
Christine Hansen,5,5,100.0
Rebecca Frank,7,7,100.0
Monica Long,5,5,100.0
Heather Rose,7,7,100.0
Benjamin Ray,5,5,100.0
Gary Garza,5,5,100.0
Anna Phillips,8,8,100.0
Elizabeth Fields,11,11,100.0
Robert Heath,5,5,100.0
Sarah Townsend,6,6,100.0
Amanda Saunders,5,5,100.0
Christine West,5,5,100.0
Kari White,6,6,100.0
Paula Taylor,7,7,100.0
Misty Martinez,5,5,100.0
Brittany Gonzales,5,5,100.0
Timothy Baldwin,7,7,100.0
Kevin Duran,6,6,100.0
Mark Rivers,6,6,100.0
Sara Carlson,5,5,100.0
Debbie Perez,6,6,100.0
Alexander Mcdonald,5,5,100.0
Scott Medina,6,6,100.0
Joseph Warren,12,12,100.0
Melanie Myers,6,6,100.0
William Mann,9,9,100.0
Karen Roach,5,5,100.0
Thomas Bryan,6,6,100.0
Debbie Davis,8,8,100.0
Crystal Shaw,5,5,100.0
Mark Sweeney,5,5,100.0
Brett Martinez,5,5,100.0
Nancy Myers,6,6,100.0
Timothy Watts,5,5,100.0
Alex Robertson,5,5,100.0
Courtney Harrison,5,5,100.0
Pamela Aguilar,5,5,100.0
Joshua Mcgrath,5,5,100.0
Frank Duran,5,5,100.0
Ashley Leonard,6,6,100.0
Nathan Green,5,5,100.0
Beth Campbell,6,6,100.0
Amy Sharp,6,6,100.0
Dawn Richardson,5,5,100.0
Matthew Wagner,13,13,100.0
James Parsons,5,5,100.0
Laura Cain,5,5,100.0
Danielle Yates,5,5,100.0
Andrea Bush,5,5,100.0
Zachary Sims,5,5,100.0
Laura Palmer,12,12,100.0
Deanna Mitchell,5,5,100.0
Jamie Mcgee,5,5,100.0
Jason Cross,5,5,100.0
Nicole Nunez,5,5,100.0
Susan Mann,5,5,100.0
Richard Curtis,5,5,100.0
Katelyn Rodriguez,5,5,100.0
Shannon Sullivan,8,8,100.0
Cynthia Summers,5,5,100.0
April Cruz,5,5,100.0
Mark Howell,5,5,100.0
Gloria Bell,5,5,100.0
Denise Turner,6,6,100.0
Danielle Ortiz,10,10,100.0
Megan Patel,7,7,100.0
Scott Blair,5,5,100.0
Lisa Clayton,6,6,100.0
Stacy Robinson,6,6,100.0
Lisa Archer,5,5,100.0
Valerie Baker,5,5,100.0
Jordan Sanchez,6,6,100.0
Lisa Hoffman,5,5,100.0
Jacob Perry,7,7,100.0
Jennifer Shea,5,5,100.0
Jeremy Wagner,5,5,100.0
Brian Moran,8,8,100.0
Christina Banks,6,6,100.0
Ann Campbell,5,5,100.0
Amanda Townsend,5,5,100.0
Elizabeth Moreno,6,6,100.0
Carl Rivera,5,5,100.0
